11,1,58,1,11,"fpsetround@37-48@lib/libc/arch/powerpc/gen/fpsetround.c","lib/libc/arch/powerpc/gen/fpsetround.c","fpsetround",37,48
15,2,87,1,15,"fpsetsticky@37-52@lib/libc/arch/powerpc/gen/fpsetsticky.c","lib/libc/arch/powerpc/gen/fpsetsticky.c","fpsetsticky",37,52
10,1,38,1,11,"_atomic_lock@35-46@lib/libc/arch/sh/gen/_atomic_lock.c","lib/libc/arch/sh/gen/_atomic_lock.c","_atomic_lock",35,46
7,2,42,1,10,"fabs@27-37@lib/libc/arch/sh/gen/fabs.c","lib/libc/arch/sh/gen/fabs.c","fabs",27,37
7,2,35,0,10,"__flt_rounds@31-41@lib/libc/arch/sh/gen/flt_rounds.c","lib/libc/arch/sh/gen/flt_rounds.c","__flt_rounds",31,41
6,1,31,0,6,"fpgetmask@23-29@lib/libc/arch/sh/gen/fpgetmask.c","lib/libc/arch/sh/gen/fpgetmask.c","fpgetmask",23,29
6,1,27,1,6,"fpgetround@23-29@lib/libc/arch/sh/gen/fpgetround.c","lib/libc/arch/sh/gen/fpgetround.c","fpgetround",23,29
6,1,31,0,6,"fpgetsticky@23-29@lib/libc/arch/sh/gen/fpgetsticky.c","lib/libc/arch/sh/gen/fpgetsticky.c","fpgetsticky",23,29
11,2,126,1,13,"fpsetmask@23-36@lib/libc/arch/sh/gen/fpsetmask.c","lib/libc/arch/sh/gen/fpsetmask.c","fpsetmask",23,36
13,5,103,1,19,"fpsetround@23-42@lib/libc/arch/sh/gen/fpsetround.c","lib/libc/arch/sh/gen/fpsetround.c","fpsetround",23,42
11,2,126,1,13,"fpsetsticky@23-36@lib/libc/arch/sh/gen/fpsetsticky.c","lib/libc/arch/sh/gen/fpsetsticky.c","fpsetsticky",23,36
10,2,65,1,13,"htonl@45-58@lib/libc/arch/sh/net/htonl.c","lib/libc/arch/sh/net/htonl.c","htonl",45,58
6,2,27,1,7,"htons@45-52@lib/libc/arch/sh/net/htons.c","lib/libc/arch/sh/net/htons.c","htons",45,52
10,2,65,1,13,"ntohl@45-58@lib/libc/arch/sh/net/ntohl.c","lib/libc/arch/sh/net/ntohl.c","ntohl",45,58
6,2,27,1,7,"ntohs@45-52@lib/libc/arch/sh/net/ntohs.c","lib/libc/arch/sh/net/ntohs.c","ntohs",45,52
