Release,Hardware arch,Patch,Comment,Category
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/029_sigio.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/030_sendsyslog.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/031_fuse.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/032_recv.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/033_tcp_usrreq.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/034_sockaddr.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/035_ptrace.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/035_ptrace.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/036_fcntl.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/037_wsdisplay.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/038_sosplice.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/039_ieee80211.patch.sig,,Security
6.0,"amd64, i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/040_smap.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/041_net80211_replay.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/042_perl.patch.sig,,Security
6.0,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/043_tcb.patch.sig,,Reliability
6.0,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/044_xrstor.patch.sig,,Reliability
6.0,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/045_xrstor_resume.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/001_dhcpd.patch.sig,,Interoperability
6.1,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/002_vmmfpu.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/003_libressl.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/004_softraid_concat.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/005_pf_src_tracking.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/006_libssl.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/007_freetype.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/008_exec_subr.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/009_icmp_opts.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/010_perl.patch.sig,,Security
6.1,hppa,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/011_sti.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/012_wsmux.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/013_icmp6_linklocal.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/014_libcrypto.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/015_sigio.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/016_sendsyslog.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/017_fuse.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/018_recv.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/019_tcp_usrreq.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/020_sockaddr.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/021_ptrace.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/022_fcntl.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/023_wsdisplay.patch.sig,,Reliability
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/024_sosplice.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/025_ieee80211.patch.sig,,Security
6.1,"amd64, i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/026_smap.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/027_net80211_replay.patch.sig,,Security
6.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/028_perl.patch.sig,,Security
6.1,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/029_tcb.patch.sig,,Reliability
6.1,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/030_xrstor.patch.sig,,Reliability
6.1,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/031_xrstor_resume.patch.sig,,Security
6.1,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.1/common/032_tcb_invalid.patch.sig,,Reliability
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/001_tcb_invalid.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/002_fktrace.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/003_mpls.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/004_libssl.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/004_libssl.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/005_ahopts.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/006_prevhdr.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/007_etherip.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/008_unbound.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/009_meltdown.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/010_ahauth.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/011_perl.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/012_httpd.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/013_ipseclen.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/014_ipsecout.patch.sig,,Reliability
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/015_libcrypto.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/016_perl.patch.sig,,Security
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/017_intelfpu.patch.sig,,Security
6.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/018_execsize.patch.sig,,Reliability
6.2,"amd64, i386", https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/019_amdlfence.patch.sig,,Security
6.2,i386,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/020_ioport.patch.sig,,Security
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/021_fpuinit.patch.sig,,Reliability
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/022_fpufork.patch.sig,,Security
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/023_vmml1tf.patch.sig,,Security
6.2,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.2/common/024_ldtr.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/001_perl.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/002_libtls.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/003_arp.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/004_gif.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/005_httpd.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/006_ipseclen.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/007_libcrypto.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/008_ipsecout.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/009_libcrypto.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/010_intelfpu.patch.sig,,Security
6.3,amd64,ihttps://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/010_intelfpu.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/011_perl.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/012_execsize.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/013_ipsecexpire.patch.sig,,Reliability
6.3,"amd64, i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/014_amdlfence.patch.sig,,Security
6.3,i386,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/015_ioport.patch.sig,,Security
6.3,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/016_fpuinit.patch.sig,,Reliability
6.3,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/017_fpufork.patch.sig,,Security
6.3,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/018_vmml1tf.patch.sig,,Security
6.3,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/019_ldtr.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/020_xserver.patch.sig,,Security
6.3,"amd64, i386, arm64",https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/021_syspatch.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/022_blinding.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/023_lockf.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/024_perl.patch.sig,,Security
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/025_uipc.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/026_recvwait.patch.sig,,Reliability
6.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.3/common/027_pcbopts.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/001_xserver.patch.sig,,Security
6.4,"amd64, i386, arm64",https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/002_syspatch.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/003_portsmash.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/004_lockf.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/005_perl.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/006_uipc.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/007_smtpd.patch.sig,,Reliability
6.4,"amd64, i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/008_qcow2.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/009_recvwait.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/010_pcbopts.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/011_mincore.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/012_nfs.patch.sig,,Reliability
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/013_unveil.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/014_pf6frag.patch.sig,,Security
6.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/015_pficmp.patch.sig,,Security
6.4,"amd64, i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.4/common/016_vmmints.patch.sig,,Security
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/001_rip6cksum.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/002_srtp.patch.sig,,Reliability
6.5,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/003_mds.patch.sig,,Security
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/004_bgpd.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/005_libssl.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/006_tcpsack.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/007_smtpd.patch.sig,,Reliability
6.5,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/008_swapgs.patch.sig,,Security
6.5,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/009_resume.patch.sig,,Reliability
6.5,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/010_frag6ecn.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/011_expat.patch.sig,,Security
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/012_sysupgrade.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/013_unbound.patch.sig,,Reliability
6.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.5/common/014_dhcpd.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/001_bpf.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/002_ber.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/003_bgpd.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/004_net80211.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/005_sysupgrade.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/006_ifioctl.patch.sig,,Security
6.6,"amd64","i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/007_inteldrm.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/008_mesa.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/009_mesaxlock.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/010_libcauth.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/011_xenodm.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/012_suauth.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/013_ldso.patch.sig,,Security
6.6,arm64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/014_eret.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/015_ftp.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/016_ripd.patch.sig,,Security
6.6,"amd64","i386",https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/017_inteldrmctx.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/018_smtpd_tls.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/019_smtpd_exec.patch.sig,,Security
6.6,amd64,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/020_vmm_pvclock.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/021_smtpd_envelope.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/022_sysctl.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/023_sosplice.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/024_dhcpd.patch.sig,,Security
6.6,"i386","amd64","arm64","loongson","macppc","sparc64",https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/025_drm.patch.sig,,Security
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/026_ospfd_lsa.patch.sig,,Reliability
6.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.6/common/027_wscons.patch.sig,,Security
